answer_text,question_type,word_count,has_example,has_numbers,uses_first_person,avg_sentence_len,answer_length_cat,quality_label
"I keep up with industry trends by reading papers on arXiv weekly, following key researchers on Twitter, and implementing one new technique per quarter in a personal project.",Behavioral,-1.0,0,0.0,1,28.0,short,good
"To handle ambiguous requirements I schedule a clarification meeting within 24 hours, document assumptions in writing, and confirm them with the stakeholder before starting work.",Technical,25.0,0,1.0,1,25.0,short,good
"To handle ambiguous requirements I schedule a clarification meeting within 24 hours, document assumptions in writing, and confirm them with the stakeholder before starting work.",Behavioral,25.0,0,1.0,1,25.0,short,good
"Situation: Our recommendation system had a latency of 800ms which was causing a 15 percent drop-off. Task: I was asked to reduce it to under 200ms. Action: I profiled the service, identified that 70 percent of latency came from a redundant database call, cached results with Redis, and vectorised the scoring loop using NumPy. Result: Latency dropped to 140ms, drop-off decreased by 12 percent, and we saved roughly 30 percent in compute costs.",Behavioral,73.0,0,1.0,1,18.25,medium,strong
"My greatest strength is structured problem-solving. For example I once inherited a codebase with no documentation. I spent the first week mapping dependencies, wrote a diagram, then onboarded two new engineers using it within a month.",Behavioral,36.0,1,0.0,1,12.0,medium,good
"I prioritise tasks using the Eisenhower matrix. Last quarter I managed three parallel projects by breaking each into weekly milestones, communicating progress to stakeholders every Friday, and escalating blockers immediately.",Behavioral,30.0,0,0.0,1,15.0,medium,good
"I use Python and SQL daily. For example, I built an ETL pipeline that processed 10 million rows per day using pandas and SQLAlchemy, cutting report generation time from 4 hours to 15 minutes.",Technical,34.0,1,1.0,1,17.0,medium,good
"I approached this problem by first conducting a root cause analysis using the 5-Whys technique. I discovered the underlying issue was inconsistent data encoding across three upstream systems. I standardised encoding in a shared utility library, wrote unit tests for edge cases, and documented the decision in our ADR system. The fix eliminated that class of bug entirely for the following 18 months.",Behavioral,,0,1.0,1,15.75,medium,strong
"Situation: Our recommendation system had a latency of 800ms which was causing a 15 percent drop-off. Task: I was asked to reduce it to under 200ms. Action: I profiled the service, identified that 70 percent of latency came from a redundant database call, cached results with Redis, and vectorised the scoring loop using NumPy. Result: Latency dropped to 140ms, drop-off decreased by 12 percent, and we saved roughly 30 percent in compute costs.",Behavioral,73.0,0,1.0,1,18.25,medium,strong
I worked on several projects. Not sure.,Behavioral,7.0,0,,1,3.5,short,weak
"Situation: Our recommendation system had a latency of 800ms which was causing a 15 percent drop-off. Task: I was asked to reduce it to under 200ms. Action: I profiled the service, identified that 70 percent of latency came from a redundant database call, cached results with Redis, and vectorised the scoring loop using NumPy. Result: Latency dropped to 140ms, drop-off decreased by 12 percent, and we saved roughly 30 percent in compute costs.",Technical,73.0,0,1.0,1,18.25,medium,strong
I managed a team once. ,Behavioral,5.0,0,0.0,1,5.0,short,weak
I can handle pressure fine. I think.,Behavioral,7.0,0,0.0,1,3.5,short,weak
I worked on several projects. ,Technical,5.0,0,,1,5.0,short,weak
I managed a team once. I think.,Behavioral,7.0,0,0.0,1,,short,weak
"I keep up with industry trends by reading papers on arXiv weekly, following key researchers on Twitter, and implementing one new technique per quarter in a personal project.",Technical,,0,0.0,1,28.0,short,good
"When I encounter conflict in a team I first try to understand the other perspective. In one case a colleague and I disagreed on architecture. I proposed we prototype both approaches over two days and measure performance, which resolved the disagreement objectively.",Technical,42.0,0,0.0,1,14.0,medium,good
"I use Python and SQL daily. For example, I built an ETL pipeline that processed 10 million rows per day using pandas and SQLAlchemy, cutting report generation time from 4 hours to 15 minutes.",Behavioral,34.0,1,1.0,1,17.0,medium,good
"My greatest strength is structured problem-solving. For example I once inherited a codebase with no documentation. I spent the first week mapping dependencies, wrote a diagram, then onboarded two new engineers using it within a month.",Behavioral,36.0,1,0.0,1,12.0,medium,good
Using the STAR method: in my last role our data pipeline was failing silently every weekend. I designed an alerting system using Airflow sensors and Slack webhooks. I also added a data quality layer using Great Expectations. This caught 98 percent of anomalies before they reached production dashboards and reduced incident response time from 4 hours to 20 minutes.,Behavioral,59.0,0,1.0,1,14.75,medium,strong
I don't know much about that. Maybe.,Behavioral,7.0,0,0.0,1,3.5,short,weak
I have seen this kind of problem. I think.,Behavioral,9.0,0,0.0,1,4.5,short,weak
Using the STAR method: in my last role our data pipeline was failing silently every weekend. I designed an alerting system using Airflow sensors and Slack webhooks. I also added a data quality layer using Great Expectations. This caught 98 percent of anomalies before they reached production dashboards and reduced incident response time from 4 hours to 20 minutes.,Technical,59.0,0,1.0,1,14.75,medium,strong
"I prioritise tasks using the Eisenhower matrix. Last quarter I managed three parallel projects by breaking each into weekly milestones, communicating progress to stakeholders every Friday, and escalating blockers immediately.",Technical,30.0,0,0.0,1,15.0,medium,good
"I approached this problem by first conducting a root cause analysis using the 5-Whys technique. I discovered the underlying issue was inconsistent data encoding across three upstream systems. I standardised encoding in a shared utility library, wrote unit tests for edge cases, and documented the decision in our ADR system. The fix eliminated that class of bug entirely for the following 18 months.",Technical,63.0,0,1.0,1,15.75,medium,strong
My approach to technical debt is to treat it as a first-class backlog item. I introduced a rule that 20 percent of every sprint is reserved for tech debt. I built a dashboard tracking cyclomatic complexity over time and presented it to leadership as a risk metric. Over 6 months we reduced our critical debt score by 60 percent while maintaining feature velocity.,Technical,63.0,0,1.0,1,15.75,medium,strong
"My greatest strength is structured problem-solving. For example I once inherited a codebase with no documentation. I spent the first week mapping dependencies, wrote a diagram, then onboarded two new engineers using it within a month.",Behavioral,36.0,1,0.0,1,12.0,medium,good
In my previous role I led a cross-functional team of five engineers. We faced a tight deadline and I organised daily stand-ups to track blockers. We delivered on time and reduced bug count by 20 percent.,Behavioral,36.0,0,1.0,1,12.0,medium,good
"I keep up with industry trends by reading papers on arXiv weekly, following key researchers on Twitter, and implementing one new technique per quarter in a personal project.",Technical,28.0,0,0.0,1,28.0,short,good
"I approached this problem by first conducting a root cause analysis using the 5-Whys technique. I discovered the underlying issue was inconsistent data encoding across three upstream systems. I standardised encoding in a shared utility library, wrote unit tests for edge cases, and documented the decision in our ADR system. The fix eliminated that class of bug entirely for the following 18 months.",Behavioral,63.0,0,1.0,1,15.75,medium,strong
I would try my best. ,Technical,,0,0.0,1,5.0,short,weak
"Situation: Our recommendation system had a latency of 800ms which was causing a 15 percent drop-off. Task: I was asked to reduce it to under 200ms. Action: I profiled the service, identified that 70 percent of latency came from a redundant database call, cached results with Redis, and vectorised the scoring loop using NumPy. Result: Latency dropped to 140ms, drop-off decreased by 12 percent, and we saved roughly 30 percent in compute costs.",Technical,73.0,0,,1,18.25,medium,strong
